name,slug,nationality,countryCode,club,league,position,positionGroup,birthDate,heightCm,preferredFoot,active,popularity,imageUrl,clubLogoUrl
Noah Edjouma,noah-edjouma,France,FR,Lille OSC,LIGUE_1,Forward,FORWARD,2005-10-04,,,true,50,,https://crests.football-data.org/521.png
Matias Fernandez-Pardo,matias-fernandez-pardo,Belgium,BE,Lille OSC,LIGUE_1,Forward,FORWARD,2005-02-03,,,true,50,,https://crests.football-data.org/521.png
Ethan Mbappé,ethan-mbappe,France,FR,Lille OSC,LIGUE_1,Forward,FORWARD,2006-12-29,,,true,50,,https://crests.football-data.org/521.png
Hamza Igamane,hamza-igamane,Morocco,MA,Lille OSC,LIGUE_1,Forward,FORWARD,2002-11-02,,,true,50,,https://crests.football-data.org/521.png
Soriba Diaoune,soriba-diaoune,France,FR,Lille OSC,LIGUE_1,Forward,FORWARD,2007-08-14,,,true,50,,https://crests.football-data.org/521.png
Yehvann Diouf,yehvann-diouf,Senegal,SN,OGC Nice,LIGUE_1,Goalkeeper,GOALKEEPER,1999-11-16,,,true,50,,https://crests.football-data.org/522.png
Teddy Boulhendi,teddy-boulhendi,France,FR,OGC Nice,LIGUE_1,Goalkeeper,GOALKEEPER,2001-04-09,,,true,50,,https://crests.football-data.org/522.png
Jonathan Clauss,jonathan-clauss,France,FR,OGC Nice,LIGUE_1,Defender,DEFENDER,1992-09-25,,,true,50,,https://crests.football-data.org/522.png
Ali El Abdi,ali-el-abdi,Tunisia,TN,OGC Nice,LIGUE_1,Defender,DEFENDER,1993-12-20,,,true,50,,https://crests.football-data.org/522.png
Mattia Viti,mattia-viti,Italy,IT,OGC Nice,LIGUE_1,Defender,DEFENDER,2002-01-24,,,true,50,,https://crests.football-data.org/522.png
Melvin Bard,melvin-bard,France,FR,OGC Nice,LIGUE_1,Defender,DEFENDER,2000-11-06,,,true,50,,https://crests.football-data.org/522.png
Antoine Mendy,antoine-mendy,Senegal,SN,OGC Nice,LIGUE_1,Defender,DEFENDER,2004-05-27,,,true,50,,https://crests.football-data.org/522.png
Youssouf Ndayishimiye,youssouf-ndayishimiye,Burundi,XX,OGC Nice,LIGUE_1,Defender,DEFENDER,1998-10-27,,,true,50,,https://crests.football-data.org/522.png
Moise Bombito,moise-bombito,Canada,CA,OGC Nice,LIGUE_1,Defender,DEFENDER,2000-03-30,,,true,50,,https://crests.football-data.org/522.png
Kojo Peprah Oppong,kojo-peprah-oppong,Ghana,GH,OGC Nice,LIGUE_1,Defender,DEFENDER,2004-06-04,,,true,50,,https://crests.football-data.org/522.png
Mohamed Abdelmonem,mohamed-abdelmonem,Egypt,EG,OGC Nice,LIGUE_1,Defender,DEFENDER,1999-02-01,,,true,50,,https://crests.football-data.org/522.png
Hamza Koutoune,hamza-koutoune,Morocco,MA,OGC Nice,LIGUE_1,Defender,DEFENDER,2006-09-17,,,true,50,,https://crests.football-data.org/522.png
Laurent Abergel,laurent-abergel,France,FR,OGC Nice,LIGUE_1,Midfielder,MIDFIELDER,1993-02-01,,,true,50,,https://crests.football-data.org/522.png
Axel Witsel,axel-witsel,Belgium,BE,OGC Nice,LIGUE_1,Midfielder,MIDFIELDER,1989-01-12,,,true,50,,https://crests.football-data.org/522.png
Morgan Sanson,morgan-sanson,France,FR,OGC Nice,LIGUE_1,Midfielder,MIDFIELDER,1994-08-18,,,true,50,,https://crests.football-data.org/522.png
Everton,everton,Brazil,BR,OGC Nice,LIGUE_1,Midfielder,MIDFIELDER,1995-04-10,,,true,50,,https://crests.football-data.org/522.png
Salis Abdul Samed,salis-abdul-samed,Ghana,GH,OGC Nice,LIGUE_1,Midfielder,MIDFIELDER,2000-03-26,,,true,50,,https://crests.football-data.org/522.png
Hicham Boudaoui,hicham-boudaoui,Algeria,DZ,OGC Nice,LIGUE_1,Midfielder,MIDFIELDER,1999-09-23,,,true,50,,https://crests.football-data.org/522.png
Rareş Ilie,rares-ilie,Romania,RO,OGC Nice,LIGUE_1,Midfielder,MIDFIELDER,2003-04-19,,,true,50,,https://crests.football-data.org/522.png
Tom Louchet,tom-louchet,France,FR,OGC Nice,LIGUE_1,Midfielder,MIDFIELDER,2003-05-04,,,true,50,,https://crests.football-data.org/522.png
Issiaga Camara,issiaga-camara,Guinea,GN,OGC Nice,LIGUE_1,Midfielder,MIDFIELDER,2005-02-02,,,true,50,,https://crests.football-data.org/522.png
Djibril Coulibaly,djibril-coulibaly,France,FR,OGC Nice,LIGUE_1,Midfielder,MIDFIELDER,2008-11-18,,,true,50,,https://crests.football-data.org/522.png
Gauthier Hein,gauthier-hein,France,FR,OGC Nice,LIGUE_1,Forward,FORWARD,1996-08-07,,,true,50,,https://crests.football-data.org/522.png
Sofiane Diop,sofiane-diop,France,FR,OGC Nice,LIGUE_1,Forward,FORWARD,2000-06-09,,,true,50,,https://crests.football-data.org/522.png
Isak Jansson,isak-jansson,Sweden,SE,OGC Nice,LIGUE_1,Forward,FORWARD,2002-01-31,,,true,50,,https://crests.football-data.org/522.png
Nathan N'Goumou,nathan-n-goumou-1,Cameroon,CM,OGC Nice,LIGUE_1,Forward,FORWARD,2000-03-14,,,true,50,,https://crests.football-data.org/522.png
Terem Moffi,terem-moffi,Nigeria,NG,OGC Nice,LIGUE_1,Forward,FORWARD,1999-05-25,,,true,50,,https://crests.football-data.org/522.png
Mohamed Ali Cho,mohamed-ali-cho-1,France,FR,OGC Nice,LIGUE_1,Forward,FORWARD,2004-01-19,,,true,50,,https://crests.football-data.org/522.png
Kevin Carlos,kevin-carlos-1,Spain,ES,OGC Nice,LIGUE_1,Forward,FORWARD,2001-04-10,,,true,50,,https://crests.football-data.org/522.png
Zoumana Diallo,zoumana-diallo,France,FR,OGC Nice,LIGUE_1,Forward,FORWARD,2005-02-02,,,true,50,,https://crests.football-data.org/522.png
Victor Orakpo,victor-orakpo,Nigeria,NG,OGC Nice,LIGUE_1,Forward,FORWARD,2006-01-14,,,true,50,,https://crests.football-data.org/522.png
Rémy Descamps,remy-descamps,France,FR,Olympique Lyonnais,LIGUE_1,Goalkeeper,GOALKEEPER,1996-06-25,,,true,50,,https://crests.football-data.org/523.png
Dominik Greif,dominik-greif,Slovakia,SK,Olympique Lyonnais,LIGUE_1,Goalkeeper,GOALKEEPER,1997-04-06,,,true,50,,https://crests.football-data.org/523.png
Justin Jose Bengui Joao,justin-jose-bengui-joao,France,FR,Olympique Lyonnais,LIGUE_1,Goalkeeper,GOALKEEPER,2005-07-09,,,true,50,,https://crests.football-data.org/523.png
Lassine Diarra,lassine-diarra,Mali,ML,Olympique Lyonnais,LIGUE_1,Goalkeeper,GOALKEEPER,2002-11-11,,,true,50,,https://crests.football-data.org/523.png
Nicolás Tagliafico,nicolas-tagliafico,Argentina,AR,Olympique Lyonnais,LIGUE_1,Defender,DEFENDER,1992-08-31,,,true,50,,https://crests.football-data.org/523.png
Ainsley Maitland-Niles,ainsley-maitland-niles,England,GB,Olympique Lyonnais,LIGUE_1,Defender,DEFENDER,1997-08-29,,,true,50,,https://crests.football-data.org/523.png
Moussa Niakhaté,moussa-niakhate,Senegal,SN,Olympique Lyonnais,LIGUE_1,Defender,DEFENDER,1996-03-08,,,true,50,,https://crests.football-data.org/523.png
Clinton Mata,clinton-mata,Angola,AO,Olympique Lyonnais,LIGUE_1,Defender,DEFENDER,1992-11-07,,,true,50,,https://crests.football-data.org/523.png
Duje Ćaleta-Car,duje-caleta-car,Croatia,HR,Olympique Lyonnais,LIGUE_1,Defender,DEFENDER,1996-09-17,,,true,50,,https://crests.football-data.org/523.png
Felix Bacher,felix-bacher,Austria,AT,Olympique Lyonnais,LIGUE_1,Defender,DEFENDER,2000-10-25,,,true,50,,https://crests.football-data.org/523.png
Abner,abner,Brazil,BR,Olympique Lyonnais,LIGUE_1,Defender,DEFENDER,2000-05-27,,,true,50,,https://crests.football-data.org/523.png
Ruben Kluivert,ruben-kluivert,Netherlands,NL,Olympique Lyonnais,LIGUE_1,Defender,DEFENDER,2001-05-21,,,true,50,,https://crests.football-data.org/523.png
Mohamed Ouédraogo,mohamed-ouedraogo,Burkina Faso,BF,Olympique Lyonnais,LIGUE_1,Defender,DEFENDER,2003-01-02,,,true,50,,https://crests.football-data.org/523.png
Zachary Athekame,zachary-athekame,Switzerland,CH,Olympique Lyonnais,LIGUE_1,Defender,DEFENDER,2004-12-13,,,true,50,,https://crests.football-data.org/523.png
Noham Kamara,noham-kamara,France,FR,Olympique Lyonnais,LIGUE_1,Defender,DEFENDER,2007-01-22,,,true,50,,https://crests.football-data.org/523.png
Corentin Tolisso,corentin-tolisso,France,FR,Olympique Lyonnais,LIGUE_1,Midfielder,MIDFIELDER,1994-08-03,,,true,50,,https://crests.football-data.org/523.png
Orel Mangala,orel-mangala-1,Belgium,BE,Olympique Lyonnais,LIGUE_1,Midfielder,MIDFIELDER,1998-03-18,,,true,50,,https://crests.football-data.org/523.png
Paul Akouokou,paul-akouokou,Ivory Coast,CI,Olympique Lyonnais,LIGUE_1,Midfielder,MIDFIELDER,1997-12-20,,,true,50,,https://crests.football-data.org/523.png
Pavel Šulc,pavel-sulc,Czech Republic,CZ,Olympique Lyonnais,LIGUE_1,Midfielder,MIDFIELDER,2000-12-29,,,true,50,,https://crests.football-data.org/523.png
Tanner Tessmann,tanner-tessmann,USA,US,Olympique Lyonnais,LIGUE_1,Midfielder,MIDFIELDER,2001-09-24,,,true,50,,https://crests.football-data.org/523.png
Mads Bidstrup,mads-bidstrup,Denmark,DK,Olympique Lyonnais,LIGUE_1,Midfielder,MIDFIELDER,2001-02-25,,,true,50,,https://crests.football-data.org/523.png
Tyler Morton,tyler-morton,England,GB,Olympique Lyonnais,LIGUE_1,Midfielder,MIDFIELDER,2002-10-31,,,true,50,,https://crests.football-data.org/523.png
Noah Nartey,noah-nartey,Denmark,DK,Olympique Lyonnais,LIGUE_1,Midfielder,MIDFIELDER,2005-10-05,,,true,50,,https://crests.football-data.org/523.png
Mahamadou Diawara,mahamadou-diawara,France,FR,Olympique Lyonnais,LIGUE_1,Midfielder,MIDFIELDER,2005-02-17,,,true,50,,https://crests.football-data.org/523.png
Mathys De Carvalho,mathys-de-carvalho,Portugal,PT,Olympique Lyonnais,LIGUE_1,Midfielder,MIDFIELDER,2005-05-01,,,true,50,,https://crests.football-data.org/523.png
Khalis Merah,khalis-merah,France,FR,Olympique Lyonnais,LIGUE_1,Midfielder,MIDFIELDER,2007-02-24,,,true,50,,https://crests.football-data.org/523.png
Loïs Openda,lois-openda,Belgium,BE,Olympique Lyonnais,LIGUE_1,Forward,FORWARD,2000-02-16,,,true,50,,https://crests.football-data.org/523.png
Julien Duranville,julien-duranville,Belgium,BE,Olympique Lyonnais,LIGUE_1,Forward,FORWARD,2006-05-05,,,true,50,,https://crests.football-data.org/523.png
Ernest Nuamah,ernest-nuamah,Ghana,GH,Olympique Lyonnais,LIGUE_1,Forward,FORWARD,2003-11-01,,,true,50,,https://crests.football-data.org/523.png
Malick Fofana,malick-fofana,Belgium,BE,Olympique Lyonnais,LIGUE_1,Forward,FORWARD,2005-03-31,,,true,50,,https://crests.football-data.org/523.png
Kaïl Boudache,kail-boudache,France,FR,Olympique Lyonnais,LIGUE_1,Forward,FORWARD,2006-06-15,,,true,50,,https://crests.football-data.org/523.png
Alejandro Rodriguez,alejandro-rodriguez,England,GB,Olympique Lyonnais,LIGUE_1,Forward,FORWARD,2008-03-11,,,true,50,,https://crests.football-data.org/523.png
Enzo Molébé,enzo-molebe,France,FR,Olympique Lyonnais,LIGUE_1,Forward,FORWARD,2007-09-18,,,true,50,,https://crests.football-data.org/523.png
Rémi Himbert,remi-himbert,France,FR,Olympique Lyonnais,LIGUE_1,Forward,FORWARD,2008-02-29,,,true,50,,https://crests.football-data.org/523.png
Matvei Safonov,matvei-safonov,Russia,RU,Paris Saint-Germain FC,LIGUE_1,Goalkeeper,GOALKEEPER,1999-02-25,,,true,50,,https://crests.football-data.org/524.png
Lucas Chevalier,lucas-chevalier,France,FR,Paris Saint-Germain FC,LIGUE_1,Goalkeeper,GOALKEEPER,2001-11-06,,,true,50,,https://crests.football-data.org/524.png
Achraf Hakimi,achraf-hakimi,Morocco,MA,Paris Saint-Germain FC,LIGUE_1,Defender,DEFENDER,1998-11-04,,,true,50,,https://crests.football-data.org/524.png
Marquinhos,marquinhos,Brazil,BR,Paris Saint-Germain FC,LIGUE_1,Defender,DEFENDER,1994-05-14,,,true,50,,https://crests.football-data.org/524.png
Lucas Digne,lucas-digne-1,France,FR,Paris Saint-Germain FC,LIGUE_1,Defender,DEFENDER,1993-07-20,,,true,50,,https://crests.football-data.org/524.png
Lucas Hernández,lucas-hernandez,France,FR,Paris Saint-Germain FC,LIGUE_1,Defender,DEFENDER,1996-02-14,,,true,50,,https://crests.football-data.org/524.png
William Pacho,william-pacho,Ecuador,EC,Paris Saint-Germain FC,LIGUE_1,Defender,DEFENDER,2001-10-16,,,true,50,,https://crests.football-data.org/524.png
Illia Zabarnyi,illia-zabarnyi,Ukraine,UA,Paris Saint-Germain FC,LIGUE_1,Defender,DEFENDER,2002-09-01,,,true,50,,https://crests.football-data.org/524.png
Nuno Mendes,nuno-mendes,Portugal,PT,Paris Saint-Germain FC,LIGUE_1,Defender,DEFENDER,2002-06-19,,,true,50,,https://crests.football-data.org/524.png
Lucas Beraldo,lucas-beraldo,Brazil,BR,Paris Saint-Germain FC,LIGUE_1,Defender,DEFENDER,2003-11-24,,,true,50,,https://crests.football-data.org/524.png
Yoram Zague,yoram-zague,France,FR,Paris Saint-Germain FC,LIGUE_1,Defender,DEFENDER,2006-05-15,,,true,50,,https://crests.football-data.org/524.png
Naoufel El Hannach,naoufel-el-hannach,Morocco,MA,Paris Saint-Germain FC,LIGUE_1,Defender,DEFENDER,2006-12-07,,,true,50,,https://crests.football-data.org/524.png
Fabián Ruiz,fabian-ruiz,Spain,ES,Paris Saint-Germain FC,LIGUE_1,Midfielder,MIDFIELDER,1996-04-03,,,true,50,,https://crests.football-data.org/524.png
Renato Sanches,renato-sanches,Portugal,PT,Paris Saint-Germain FC,LIGUE_1,Midfielder,MIDFIELDER,1997-08-18,,,true,50,,https://crests.football-data.org/524.png
Vitinha,vitinha,Portugal,PT,Paris Saint-Germain FC,LIGUE_1,Midfielder,MIDFIELDER,2000-02-13,,,true,50,,https://crests.football-data.org/524.png
Warren Zaïre-Emery,warren-zaire-emery,France,FR,Paris Saint-Germain FC,LIGUE_1,Midfielder,MIDFIELDER,2006-03-08,,,true,50,,https://crests.football-data.org/524.png
Joao Neves,joao-neves,Portugal,PT,Paris Saint-Germain FC,LIGUE_1,Midfielder,MIDFIELDER,2004-09-27,,,true,50,,https://crests.football-data.org/524.png
Senny Mayulu,senny-mayulu,France,FR,Paris Saint-Germain FC,LIGUE_1,Midfielder,MIDFIELDER,2006-05-17,,,true,50,,https://crests.football-data.org/524.png
Pedro Fernández,pedro-fernandez,Spain,ES,Paris Saint-Germain FC,LIGUE_1,Midfielder,MIDFIELDER,2008-01-12,,,true,50,,https://crests.football-data.org/524.png
Ousmane Dembélé,ousmane-dembele,France,FR,Paris Saint-Germain FC,LIGUE_1,Forward,FORWARD,1997-05-15,,,true,50,,https://crests.football-data.org/524.png
Randal Kolo Muani,randal-kolo-muani-1,France,FR,Paris Saint-Germain FC,LIGUE_1,Forward,FORWARD,1998-12-05,,,true,50,,https://crests.football-data.org/524.png
Ferrán Torres,ferran-torres-1,Spain,ES,Paris Saint-Germain FC,LIGUE_1,Forward,FORWARD,2000-02-29,,,true,50,,https://crests.football-data.org/524.png
Khvicha Kvaratskhelia,khvicha-kvaratskhelia,Georgia,GE,Paris Saint-Germain FC,LIGUE_1,Forward,FORWARD,2001-02-12,,,true,50,,https://crests.football-data.org/524.png
Bradley Barcola,bradley-barcola,France,FR,Paris Saint-Germain FC,LIGUE_1,Forward,FORWARD,2002-09-02,,,true,50,,https://crests.football-data.org/524.png
Maghnes Akliouche,maghnes-akliouche,France,FR,Paris Saint-Germain FC,LIGUE_1,Forward,FORWARD,2002-02-25,,,true,50,,https://crests.football-data.org/524.png
Desire Doue,desire-doue,France,FR,Paris Saint-Germain FC,LIGUE_1,Forward,FORWARD,2005-06-03,,,true,50,,https://crests.football-data.org/524.png
Mika Godts,mika-godts,Belgium,BE,Paris Saint-Germain FC,LIGUE_1,Forward,FORWARD,2005-06-07,,,true,50,,https://crests.football-data.org/524.png
Ibrahim M'Baye,ibrahim-m-baye,Senegal,SN,Paris Saint-Germain FC,LIGUE_1,Forward,FORWARD,2008-01-24,,,true,50,,https://crests.football-data.org/524.png
Quentin Ndjantou,quentin-ndjantou,France,FR,Paris Saint-Germain FC,LIGUE_1,Forward,FORWARD,2007-07-23,,,true,50,,https://crests.football-data.org/524.png
Benjamin Leroy,benjamin-leroy,France,FR,FC Lorient,LIGUE_1,Goalkeeper,GOALKEEPER,1989-04-07,,,true,50,,https://crests.football-data.org/525.png
Bingourou Kamara,bingourou-kamara,Senegal,SN,FC Lorient,LIGUE_1,Goalkeeper,GOALKEEPER,1996-10-21,,,true,50,,https://crests.football-data.org/525.png
Yvon Mvogo,yvon-mvogo,Switzerland,CH,FC Lorient,LIGUE_1,Goalkeeper,GOALKEEPER,1994-06-06,,,true,50,,https://crests.football-data.org/525.png
Alec Georgen,alec-georgen,France,FR,FC Lorient,LIGUE_1,Defender,DEFENDER,1998-09-17,,,true,50,,https://crests.football-data.org/525.png
Souleymane Isaak Toure,souleymane-isaak-toure,France,FR,FC Lorient,LIGUE_1,Defender,DEFENDER,2003-03-28,,,true,50,,https://crests.football-data.org/525.png
Formose Mendy,formose-mendy,Senegal,SN,FC Lorient,LIGUE_1,Defender,DEFENDER,2001-01-02,,,true,50,,https://crests.football-data.org/525.png
Montassar Talbi,montassar-talbi,Tunisia,TN,FC Lorient,LIGUE_1,Defender,DEFENDER,1998-05-26,,,true,50,,https://crests.football-data.org/525.png
Dembo Sylla,dembo-sylla,Guinea,GN,FC Lorient,LIGUE_1,Defender,DEFENDER,2002-11-10,,,true,50,,https://crests.football-data.org/525.png
Nathaniel Adjei,nathaniel-adjei,Ghana,GH,FC Lorient,LIGUE_1,Defender,DEFENDER,2002-08-21,,,true,50,,https://crests.football-data.org/525.png
Kan Guy Arsène Kouassi,kan-guy-arsene-kouassi,Burkina Faso,BF,FC Lorient,LIGUE_1,Defender,DEFENDER,2004-09-11,,,true,50,,https://crests.football-data.org/525.png
Enzo Genton,enzo-genton,France,FR,FC Lorient,LIGUE_1,Defender,DEFENDER,2006-03-31,,,true,50,,https://crests.football-data.org/525.png
Jean-Victor Makengo,jean-victor-makengo,France,FR,FC Lorient,LIGUE_1,Midfielder,MIDFIELDER,1998-06-12,,,true,50,,https://crests.football-data.org/525.png
Noah Cadiou,noah-cadiou,France,FR,FC Lorient,LIGUE_1,Midfielder,MIDFIELDER,1998-10-26,,,true,50,,https://crests.football-data.org/525.png
Bandiougou Fadiga,bandiougou-fadiga,France,FR,FC Lorient,LIGUE_1,Midfielder,MIDFIELDER,2001-01-15,,,true,50,,https://crests.football-data.org/525.png
Joel Mugisha,joel-mugisha,Norway,NO,FC Lorient,LIGUE_1,Midfielder,MIDFIELDER,2002-11-12,,,true,50,,https://crests.football-data.org/525.png
Noah Mbamba,noah-mbamba-1,Belgium,BE,FC Lorient,LIGUE_1,Midfielder,MIDFIELDER,2005-01-05,,,true,50,,https://crests.football-data.org/525.png
Theo Le Bris,theo-le-bris,France,FR,FC Lorient,LIGUE_1,Midfielder,MIDFIELDER,2002-10-01,,,true,50,,https://crests.football-data.org/525.png
Panos Katseris,panos-katseris,Greece,GR,FC Lorient,LIGUE_1,Midfielder,MIDFIELDER,2001-07-05,,,true,50,,https://crests.football-data.org/525.png
Arthur Ebong,arthur-ebong,Cameroon,CM,FC Lorient,LIGUE_1,Midfielder,MIDFIELDER,2004-12-15,,,true,50,,https://crests.football-data.org/525.png
Gabin Bernardeau,gabin-bernardeau,France,FR,FC Lorient,LIGUE_1,Midfielder,MIDFIELDER,2006-01-24,,,true,50,,https://crests.football-data.org/525.png
Aiyegun Tosin,aiyegun-tosin,Benin,BJ,FC Lorient,LIGUE_1,Forward,FORWARD,1998-06-26,,,true,50,,https://crests.football-data.org/525.png
Mohamed Bamba,mohamed-bamba,Ivory Coast,CI,FC Lorient,LIGUE_1,Forward,FORWARD,2001-12-10,,,true,50,,https://crests.football-data.org/525.png
Jérémy Hatchi,jeremy-hatchi,Guadeloupe,XX,FC Lorient,LIGUE_1,Forward,FORWARD,2005-06-13,,,true,50,,https://crests.football-data.org/525.png
Souleymane Faye,souleymane-faye,Senegal,SN,FC Lorient,LIGUE_1,Forward,FORWARD,2003-02-08,,,true,50,,https://crests.football-data.org/525.png
Nicolas Lemaître,nicolas-lemaitre,France,FR,Stade Rennais FC 1901,LIGUE_1,Goalkeeper,GOALKEEPER,1997-01-12,,,true,50,,https://crests.football-data.org/529.png
Brice Samba,brice-samba,France,FR,Stade Rennais FC 1901,LIGUE_1,Goalkeeper,GOALKEEPER,1994-04-25,,,true,50,,https://crests.football-data.org/529.png
Kilian Belazzoug,kilian-belazzoug,France,FR,Stade Rennais FC 1901,LIGUE_1,Goalkeeper,GOALKEEPER,2006-07-18,,,true,50,,https://crests.football-data.org/529.png
Przemysław Frankowski,przemys-aw-frankowski,Poland,PL,Stade Rennais FC 1901,LIGUE_1,Defender,DEFENDER,1995-04-12,,,true,50,,https://crests.football-data.org/529.png
Bryan Reynolds,bryan-reynolds,USA,US,Stade Rennais FC 1901,LIGUE_1,Defender,DEFENDER,2001-06-28,,,true,50,,https://crests.football-data.org/529.png
Lilian Brassier,lilian-brassier,France,FR,Stade Rennais FC 1901,LIGUE_1,Defender,DEFENDER,1999-11-02,,,true,50,,https://crests.football-data.org/529.png
Alidu Seidu,alidu-seidu,Ghana,GH,Stade Rennais FC 1901,LIGUE_1,Defender,DEFENDER,2000-06-04,,,true,50,,https://crests.football-data.org/529.png
Anthony Rouault,anthony-rouault,France,FR,Stade Rennais FC 1901,LIGUE_1,Defender,DEFENDER,2001-05-29,,,true,50,,https://crests.football-data.org/529.png
Charlie Cresswell,charlie-cresswell-1,England,GB,Stade Rennais FC 1901,LIGUE_1,Defender,DEFENDER,2002-08-17,,,true,50,,https://crests.football-data.org/529.png
Quentin Merlin,quentin-merlin,France,FR,Stade Rennais FC 1901,LIGUE_1,Defender,DEFENDER,2002-05-16,,,true,50,,https://crests.football-data.org/529.png
Mahamadou Nagida,mahamadou-nagida,Cameroon,CM,Stade Rennais FC 1901,LIGUE_1,Defender,DEFENDER,2005-06-28,,,true,50,,https://crests.football-data.org/529.png
Rayan Bamba,rayan-bamba,France,FR,Stade Rennais FC 1901,LIGUE_1,Defender,DEFENDER,2004-05-14,,,true,50,,https://crests.football-data.org/529.png
Gonçalo Oliveira,goncalo-oliveira,Portugal,PT,Stade Rennais FC 1901,LIGUE_1,Defender,DEFENDER,2006-07-04,,,true,50,,https://crests.football-data.org/529.png
Abdelhamid Ait Boudlal,abdelhamid-ait-boudlal,Morocco,MA,Stade Rennais FC 1901,LIGUE_1,Defender,DEFENDER,2006-04-16,,,true,50,,https://crests.football-data.org/529.png
Jonathan Do Marcolino,jonathan-do-marcolino,France,FR,Stade Rennais FC 1901,LIGUE_1,Defender,DEFENDER,2006-05-10,,,true,50,,https://crests.football-data.org/529.png
Seko Fofana,seko-fofana,Ivory Coast,CI,Stade Rennais FC 1901,LIGUE_1,Midfielder,MIDFIELDER,1995-05-07,,,true,50,,https://crests.football-data.org/529.png
Mahdi Camara,mahdi-camara,France,FR,Stade Rennais FC 1901,LIGUE_1,Midfielder,MIDFIELDER,1998-06-30,,,true,50,,https://crests.football-data.org/529.png
Valentin Rongier,valentin-rongier,France,FR,Stade Rennais FC 1901,LIGUE_1,Midfielder,MIDFIELDER,1994-12-07,,,true,50,,https://crests.football-data.org/529.png
Adrien Thomasson,adrien-thomasson,France,FR,Stade Rennais FC 1901,LIGUE_1,Midfielder,MIDFIELDER,1993-12-10,,,true,50,,https://crests.football-data.org/529.png
Sebastian Szymański,sebastian-szymanski,Poland,PL,Stade Rennais FC 1901,LIGUE_1,Midfielder,MIDFIELDER,1999-05-10,,,true,50,,https://crests.football-data.org/529.png
Glen Kamara,glen-kamara,Finland,FI,Stade Rennais FC 1901,LIGUE_1,Midfielder,MIDFIELDER,1995-10-28,,,true,50,,https://crests.football-data.org/529.png
Ludovic Blas,ludovic-blas,France,FR,Stade Rennais FC 1901,LIGUE_1,Midfielder,MIDFIELDER,1997-12-31,,,true,50,,https://crests.football-data.org/529.png
Jordan James,jordan-james,Wales,GB,Stade Rennais FC 1901,LIGUE_1,Midfielder,MIDFIELDER,2004-07-02,,,true,50,,https://crests.football-data.org/529.png
Ayanda Sishuba,ayanda-sishuba,Belgium,BE,Stade Rennais FC 1901,LIGUE_1,Midfielder,MIDFIELDER,2005-02-02,,,true,50,,https://crests.football-data.org/529.png
Djaoui Cissé,djaoui-cisse,France,FR,Stade Rennais FC 1901,LIGUE_1,Midfielder,MIDFIELDER,2004-01-31,,,true,50,,https://crests.football-data.org/529.png
Arnaud Nordin,arnaud-nordin,France,FR,Stade Rennais FC 1901,LIGUE_1,Forward,FORWARD,1998-06-17,,,true,50,,https://crests.football-data.org/529.png
Breel Embolo,breel-embolo,Switzerland,CH,Stade Rennais FC 1901,LIGUE_1,Forward,FORWARD,1997-02-14,,,true,50,,https://crests.football-data.org/529.png
Musa Al Taamari,musa-al-taamari,Jordan,JO,Stade Rennais FC 1901,LIGUE_1,Forward,FORWARD,1997-06-10,,,true,50,,https://crests.football-data.org/529.png
Esteban Lepaul,esteban-lepaul,France,FR,Stade Rennais FC 1901,LIGUE_1,Forward,FORWARD,2000-04-18,,,true,50,,https://crests.football-data.org/529.png
Issa Soumaré,issa-soumare,Senegal,SN,Stade Rennais FC 1901,LIGUE_1,Forward,FORWARD,2000-10-10,,,true,50,,https://crests.football-data.org/529.png
Eliezer Mayenda,eliezer-mayenda,Spain,ES,Stade Rennais FC 1901,LIGUE_1,Forward,FORWARD,2005-05-08,,,true,50,,https://crests.football-data.org/529.png
Yassir Zabiri,yassir-zabiri-1,Morocco,MA,Stade Rennais FC 1901,LIGUE_1,Forward,FORWARD,2005-02-23,,,true,50,,https://crests.football-data.org/529.png
Nordan Mukiele,nordan-mukiele,France,FR,Stade Rennais FC 1901,LIGUE_1,Forward,FORWARD,2006-02-12,,,true,50,,https://crests.football-data.org/529.png
Elias Legendre Quiñonez,elias-legendre-quinonez,Ecuador,EC,Stade Rennais FC 1901,LIGUE_1,Forward,FORWARD,2008-04-22,,,true,50,,https://crests.football-data.org/529.png
Zacharie Boucher,zacharie-boucher,France,FR,ES Troyes AC,LIGUE_1,Goalkeeper,GOALKEEPER,1992-03-07,,,true,50,,https://crests.football-data.org/531.png
Hillel Konaté,hillel-konate,Burkina Faso,BF,ES Troyes AC,LIGUE_1,Goalkeeper,GOALKEEPER,1994-12-28,,,true,50,,https://crests.football-data.org/531.png
Patrick Beach,patrick-beach,Australia,AU,ES Troyes AC,LIGUE_1,Goalkeeper,GOALKEEPER,2003-08-06,,,true,50,,https://crests.football-data.org/531.png
Adrien Monfray,adrien-monfray,France,FR,ES Troyes AC,LIGUE_1,Defender,DEFENDER,1990-12-20,,,true,50,,https://crests.football-data.org/531.png
Paolo Gozzi Iweru,paolo-gozzi-iweru,Italy,IT,ES Troyes AC,LIGUE_1,Defender,DEFENDER,2001-04-25,,,true,50,,https://crests.football-data.org/531.png
Ismaëlben Boura,ismaelben-boura,Comoros,KM,ES Troyes AC,LIGUE_1,Defender,DEFENDER,2000-08-14,,,true,50,,https://crests.football-data.org/531.png
